ticket_number,date,time,article,Quantity,unit_price_euro
151922,2021-01-15,19:25,CEREAL BAGUETTE,1,1.25
151923,2021-01-15,19:37,TRADITIONAL BAGUETTE,1,1.20
151923,2021-01-15,19:37,BAGUETTE,1,0.90
151923,2021-01-15,19:37,DIVERS PATISSERIE,1,4.00
151925,2021-01-15,19:42,BOULE 400G,1,1.50
151925,2021-01-15,19:42,SEIGLE,1,1.80
151926,2021-01-15,19:45,TRADITIONAL BAGUETTE,2,1.20
151930,2021-01-16,8:33,TRADITIONAL BAGUETTE,1,1.20
151931,2021-01-16,8:35,BOULE 400G,1,1.50
151932,2021-01-16,8:44,PAIN AU CHOCOLAT,1,1.20
151933,2021-01-16,8:48,TRADITIONAL BAGUETTE,4,1.20
151934,2021-01-16,8:52,TRADITIONAL BAGUETTE,1,1.20
151935,2021-01-16,9:01,BANETTE,1,1.05
151937,2021-01-16,9:24,PAIN AU CHOCOLAT,1,1.20
151937,2021-01-16,9:24,BANETTE,2,1.05
151939,2021-01-16,9:37,MOISSON,1,2.00
151939,2021-01-16,9:37,COUPE,1,0.15
151942,2021-01-16,9:51,TRADITIONAL BAGUETTE,3,1.20
151944,2021-01-16,9:58,CROISSANT,2,1.10
151944,2021-01-16,9:58,PAIN AU CHOCOLAT,2,1.20
151947,2021-01-16,10:09,PAIN AU CHOCOLAT,3,1.20
151950,2021-01-16,10:16,BANETTINE,1,0.60
151950,2021-01-16,10:16,TRADITIONAL BAGUETTE,1,1.20
151951,2021-01-16,10:20,CHAUSSON AUX POMMES,2,1.40
151951,2021-01-16,10:20,GAL POMME 4P,1,8.00
151951,2021-01-16,10:20,COMPLET,1,1.50
151953,2021-01-16,10:21,PAIN AU CHOCOLAT,1,1.20
151954,2021-01-16,10:22,TRADITIONAL BAGUETTE,1,1.20
151956,2021-01-16,10:26,COUPE,1,0.15
151957,2021-01-16,10:29,COUPE,1,0.15
151959,2021-01-16,10:33,TRADITIONAL BAGUETTE,1,1.20
151960,2021-01-16,10:35,BANETTE,1,1.05
151961,2021-01-16,10:36,BAGUETTE,1,0.90
151962,2021-01-16,10:45,GAL FRANGIPANE 4P,1,8.00
151963,2021-01-16,10:46,BOULE 200G,1,1.10
151964,2021-01-16,10:47,BAGUETTE,1,0.90
151965,2021-01-16,10:47,BANETTINE,1,0.60
151965,2021-01-16,10:47,BANETTE,2,1.05
151966,2021-01-16,10:52,COUPE,1,0.15
151966,2021-01-16,10:52,CAMPAGNE,1,1.80
151968,2021-01-16,10:57,CROISSANT,2,1.10
151971,2021-01-16,11:01,GAL FRANGIPANE 4P,1,8.00
151971,2021-01-16,11:01,MOISSON,1,2.00
151972,2021-01-16,11:04,PAIN BANETTE,1,1.40
151974,2021-01-16,11:13,COUPE,1,0.15
151976,2021-01-16,11:21,COUPE,1,0.15
151976,2021-01-16,11:21,TRADITIONAL BAGUETTE,1,1.20
151978,2021-01-16,11:23,COUPE,2,0.15
151978,2021-01-16,11:23,SPECIAL BREAD,2,2.40
151978,2021-01-16,11:23,BANETTE,1,1.05
151979,2021-01-16,11:26,KOUIGN AMANN,1,2.10
151980,2021-01-16,11:26,BANETTE,2,1.05
151981,2021-01-16,11:28,CROISSANT,2,1.10
151981,2021-01-16,11:28,VIK BREAD,1,2.50
151981,2021-01-16,11:28,TRADITIONAL BAGUETTE,1,1.20
151981,2021-01-16,11:28,COOKIE,1,1.00
151983,2021-01-16,11:36,BRIOCHE,2,5.00
151986,2021-01-16,11:41,GAL FRANGIPANE 4P,1,8.00
151988,2021-01-16,11:43,COUPE,2,0.15
151989,2021-01-16,11:44,GAL FRANGIPANE 6P,1,12.00
151989,2021-01-16,11:44,BANETTE,1,1.05
151990,2021-01-16,11:46,TRADITIONAL BAGUETTE,1,1.20
151991,2021-01-16,11:46,VIK BREAD,1,2.50
151991,2021-01-16,11:46,TRADITIONAL BAGUETTE,1,1.20
151995,2021-01-16,11:56,COUPE,1,0.15
151996,2021-01-16,11:57,TRADITIONAL BAGUETTE,1,1.20
151997,2021-01-16,11:58,PAIN AU CHOCOLAT,2,1.20
151997,2021-01-16,11:58,TRADITIONAL BAGUETTE,1,1.20
151998,2021-01-16,11:59,TRADITIONAL BAGUETTE,1,1.20
151999,2021-01-16,11:59,TRADITIONAL BAGUETTE,1,1.20
151999,2021-01-16,11:59,CROISSANT,2,1.10
152004,2021-01-16,12:05,BANETTINE,1,0.60
152007,2021-01-16,12:09,COOKIE,1,1.00
152008,2021-01-16,12:13,COOKIE,1,1.00
152008,2021-01-16,12:13,PAIN AU CHOCOLAT,1,1.20
152009,2021-01-16,12:16,CROISSANT,2,1.10
152009,2021-01-16,12:16,CAMPAGNE,1,1.80
152013,2021-01-16,12:24,DIVERS VIENNOISERIE,1,6.00
152014,2021-01-16,12:30,TRADITIONAL BAGUETTE,1,1.20
152015,2021-01-16,12:32,BANETTE,1,1.05
152015,2021-01-16,12:32,VIK BREAD,2,2.50
152016,2021-01-16,12:34,BAGUETTE,2,0.90
152016,2021-01-16,12:34,COMPLET,1,1.50
152019,2021-01-16,12:41,COUPE,1,0.15
152019,2021-01-16,12:41,BOULE POLKA,1,1.60
152020,2021-01-16,12:45,CAMPAGNE,1,1.80
152020,2021-01-16,12:45,COUPE,1,0.15
152021,2021-01-16,12:45,TRADITIONAL BAGUETTE,1,1.20
152021,2021-01-16,12:45,DEMI BAGUETTE,1,0.45
152023,2021-01-16,12:47,CROISSANT,2,1.10
152024,2021-01-16,12:49,TRADITIONAL BAGUETTE,2,1.20
152024,2021-01-16,12:49,COMPLET,1,1.50
152026,2021-01-16,12:52,TRADITIONAL BAGUETTE,2,1.20
152027,2021-01-16,12:55,CEREAL BAGUETTE,2,1.25
152029,2021-01-16,12:58,PAIN BANETTE,1,1.40
152029,2021-01-16,12:58,CHAUSSON AUX POMMES,1,1.40
152033,2021-01-16,13:09,TRADITIONAL BAGUETTE,1,1.20
152034,2021-01-16,13:12,BOULE 400G,1,1.50
152035,2021-01-16,13:15,GAL FRANGIPANE 6P,1,12.00
152038,2021-01-16,13:20,QUIM BREAD,1,1.00
152039,2021-01-16,13:21,TRADITIONAL BAGUETTE,1,1.20
152040,2021-01-16,13:22,TRADITIONAL BAGUETTE,1,1.20
152042,2021-01-16,13:28,QUIM BREAD,1,1.00
152044,2021-01-16,13:30,PAIN AU CHOCOLAT,1,1.20
152045,2021-01-16,13:33,TRADITIONAL BAGUETTE,1,1.20
152047,2021-01-16,13:38,PAIN BANETTE,1,1.40
152048,2021-01-16,13:39,NANTAIS,1,2.50
152051,2021-01-16,13:44,CROISSANT,1,1.10
152052,2021-01-16,13:55,GAL POMME 4P,1,8.00
152055,2021-01-16,13:57,GAL FRANGIPANE 6P,1,12.00
152056,2021-01-16,13:58,TRADITIONAL BAGUETTE,1,1.20
152057,2021-01-16,13:58,TRADITIONAL BAGUETTE,1,1.20
152058,2021-01-16,14:01,TRADITIONAL BAGUETTE,1,1.20
152059,2021-01-16,14:01,PAIN,1,1.15
152062,2021-01-16,17:11,PAIN CHOCO AMANDES,1,1.50
152062,2021-01-16,17:11,PAIN BANETTE,1,1.40
152063,2021-01-16,17:17,BAGUETTE,1,0.90
152065,2021-01-16,17:25,GAL FRANGIPANE 4P,1,8.00
152065,2021-01-16,17:25,PAIN CHOCO AMANDES,3,1.50
152065,2021-01-16,17:25,TRADITIONAL BAGUETTE,1,1.20
152069,2021-01-16,17:40,TRADITIONAL BAGUETTE,1,1.20
152070,2021-01-16,17:43,DIVERS PATISSERIE,1,6.00
152070,2021-01-16,17:43,DIVERS VIENNOISERIE,1,6.00
152071,2021-01-16,17:45,SPECIAL BREAD,1,2.40
152075,2021-01-16,17:55,DIVERS PATISSERIE,1,6.00
152075,2021-01-16,17:55,CEREAL BAGUETTE,1,1.25
152076,2021-01-16,17:56,TRADITIONAL BAGUETTE,4,1.20
152077,2021-01-16,18:01,SUCETTE,1,0.30
152077,2021-01-16,18:01,TRADITIONAL BAGUETTE,2,1.20
152078,2021-01-16,18:04,DIVERS VIENNOISERIE,1,6.00
152079,2021-01-16,18:06,COUPE,1,0.15
152080,2021-01-16,18:07,CEREAL BAGUETTE,1,1.25
152081,2021-01-16,18:09,TRADITIONAL BAGUETTE,1,1.20
152084,2021-01-16,18:16,COUPE,1,0.15
152086,2021-01-16,18:19,PAIN AU CHOCOLAT,2,1.20
152087,2021-01-16,18:24,BOULE POLKA,1,1.60
152088,2021-01-16,18:24,CEREAL BAGUETTE,2,1.25
152091,2021-01-16,18:44,BAGUETTE,1,0.90
152093,2021-01-17,8:32,CROISSANT,2,1.10
152093,2021-01-17,8:32,CHAUSSON AUX POMMES,1,1.40
152093,2021-01-17,8:32,PAIN AU CHOCOLAT,2,1.20
152094,2021-01-17,8:42,PAIN AU CHOCOLAT,2,1.20
152094,2021-01-17,8:42,BANETTE,2,1.05
152095,2021-01-17,8:48,BAGUETTE GRAINE,1,1.30
152096,2021-01-17,8:50,BAGUETTE,1,0.90
152097,2021-01-17,8:59,CROISSANT,1,1.10
152097,2021-01-17,8:59,PAIN AU CHOCOLAT,7,1.20
152099,2021-01-17,9:09,BOULE 200G,1,1.10
152100,2021-01-17,9:18,COOKIE,1,1.00
152102,2021-01-17,9:36,BANETTE,1,1.05
152104,2021-01-17,9:39,TRADITIONAL BAGUETTE,2,1.20
152105,2021-01-17,9:40,TRADITIONAL BAGUETTE,1,1.20
152106,2021-01-17,9:41,BAGUETTE,2,0.90
152107,2021-01-17,9:46,PAIN AU CHOCOLAT,2,1.20
152107,2021-01-17,9:46,CROISSANT,2,1.10
152109,2021-01-17,9:52,CROISSANT,1,1.10
152109,2021-01-17,9:52,TRADITIONAL BAGUETTE,1,1.20
152111,2021-01-17,9:53,TRADITIONAL BAGUETTE,1,1.20
152111,2021-01-17,9:53,BAGUETTE,4,0.90
152113,2021-01-17,9:54,PAIN,1,1.15
152114,2021-01-17,9:58,TRADITIONAL BAGUETTE,2,1.20
152115,2021-01-17,10:06,DIVERS VIENNOISERIE,1,4.00
152116,2021-01-17,10:07,TRADITIONAL BAGUETTE,1,1.20
152117,2021-01-17,10:08,PAIN,2,1.15
152118,2021-01-17,10:12,BANETTE,2,1.05
152119,2021-01-17,10:17,SPECIAL BREAD,1,2.40
152127,2021-01-17,10:38,BAGUETTE,2,0.90
152128,2021-01-17,10:39,TRADITIONAL BAGUETTE,1,1.20
152129,2021-01-17,10:41,SPECIAL BREAD,1,2.40
152130,2021-01-17,10:42,BAGUETTE,1,0.90
152132,2021-01-17,10:45,PAIN AU CHOCOLAT,7,1.20
152132,2021-01-17,10:45,CROISSANT,4,1.10
152132,2021-01-17,10:45,TRADITIONAL BAGUETTE,2,1.20
152133,2021-01-17,10:46,COUPE,1,0.15
152138,2021-01-17,10:51,BAGUETTE,1,0.90
152139,2021-01-17,10:52,CAMPAGNE,1,1.80
152139,2021-01-17,10:52,TRADITIONAL BAGUETTE,2,1.20
152140,2021-01-17,10:53,TRADITIONAL BAGUETTE,1,1.20
152141,2021-01-17,10:54,SPECIAL BREAD,1,2.40
152142,2021-01-17,10:55,TRADITIONAL BAGUETTE,2,1.20
152143,2021-01-17,10:57,BANETTINE,1,0.60
152144,2021-01-17,10:58,BANETTE,1,1.05
152145,2021-01-17,11:00,TRADITIONAL BAGUETTE,1,1.20
152146,2021-01-17,11:01,FICELLE,2,0.60
152147,2021-01-17,11:01,TRADITIONAL BAGUETTE,2,1.20
152147,2021-01-17,11:01,CEREAL BAGUETTE,2,1.25
152148,2021-01-17,11:03,GAL FRANGIPANE 4P,2,8.00
152149,2021-01-17,11:03,BANETTE,1,1.05
152149,2021-01-17,11:03,COUPE,1,0.15
152149,2021-01-17,11:03,BOULE 400G,1,1.50
152150,2021-01-17,11:11,TRADITIONAL BAGUETTE,5,1.20
152150,2021-01-17,11:11,PAIN AU CHOCOLAT,2,1.20
152151,2021-01-17,11:12,TRADITIONAL BAGUETTE,3,1.20
152153,2021-01-17,11:20,GAL FRANGIPANE 4P,1,8.00
152155,2021-01-17,11:22,COUPE,1,0.15
152157,2021-01-17,11:25,DIVERS VIENNOISERIE,1,4.00
152158,2021-01-17,11:26,CROISSANT,5,1.10
152160,2021-01-17,11:29,TRADITIONAL BAGUETTE,1,1.20
152161,2021-01-17,11:31,CROISSANT,5,1.10
152162,2021-01-17,11:33,BANETTE,1,1.05
152162,2021-01-17,11:33,GAL POIRE CHOCO 4P,1,8.00
152163,2021-01-17,11:34,COMPLET,2,1.50
152165,2021-01-17,11:36,VIK BREAD,1,2.50
152165,2021-01-17,11:36,BOULE 400G,1,1.50
152166,2021-01-17,11:36,CEREAL BAGUETTE,1,1.25
152167,2021-01-17,11:37,TRADITIONAL BAGUETTE,3,1.20
152168,2021-01-17,11:39,CEREAL BAGUETTE,1,1.25
152172,2021-01-17,11:40,TRADITIONAL BAGUETTE,2,1.20
152175,2021-01-17,11:43,GAL FRANGIPANE 4P,1,8.00
152175,2021-01-17,11:43,TRADITIONAL BAGUETTE,4,1.20
152177,2021-01-17,11:44,BOULE 400G,1,1.50
152177,2021-01-17,11:44,COUPE,1,0.15
152179,2021-01-17,11:47,CAMPAGNE,1,1.80
152180,2021-01-17,11:48,TRADITIONAL BAGUETTE,2,1.20
152184,2021-01-17,11:53,BANETTINE,1,0.60
152186,2021-01-17,11:57,TRADITIONAL BAGUETTE,2,1.20
152188,2021-01-17,11:58,TRADITIONAL BAGUETTE,2,1.20
152189,2021-01-17,11:58,MOISSON,1,2.00
152190,2021-01-17,11:59,PAIN AU CHOCOLAT,4,1.20
152191,2021-01-17,12:00,VIK BREAD,1,2.50
152191,2021-01-17,12:00,TRADITIONAL BAGUETTE,1,1.20
152192,2021-01-17,12:01,TRADITIONAL BAGUETTE,2,1.20
152195,2021-01-17,12:04,TRADITIONAL BAGUETTE,1,1.20
152196,2021-01-17,12:05,BANETTE,1,1.05
152199,2021-01-17,12:07,TRADITIONAL BAGUETTE,2,1.20
152200,2021-01-17,12:07,GAL FRANGIPANE 4P,1,8.00
152201,2021-01-17,12:09,COUPE,1,0.15
152203,2021-01-17,12:10,COUPE,1,0.15
152204,2021-01-17,12:10,BAGUETTE GRAINE,1,1.30
152205,2021-01-17,12:11,BAGUETTE,1,0.90
152206,2021-01-17,12:12,GAL POIRE CHOCO 4P,1,8.00
152207,2021-01-17,12:13,TRADITIONAL BAGUETTE,1,1.20
152213,2021-01-17,12:17,BAGUETTE,1,0.90
152213,2021-01-17,12:17,GAL POIRE CHOCO 6P,1,12.00
152214,2021-01-17,12:21,GAL POIRE CHOCO 6P,1,12.00
152214,2021-01-17,12:21,GAL FRANGIPANE 6P,1,12.00
152215,2021-01-17,12:22,TRADITIONAL BAGUETTE,1,1.20
152216,2021-01-17,12:22,TRADITIONAL BAGUETTE,-1,1.20
152218,2021-01-17,12:24,CAMPAGNE,1,1.80
152220,2021-01-17,12:27,TRADITIONAL BAGUETTE,2,1.20
152221,2021-01-17,12:28,COUPE,1,0.15
152223,2021-01-17,12:29,COUPE,1,0.15
152223,2021-01-17,12:29,CAMPAGNE,1,1.80
152225,2021-01-17,12:30,BAGUETTE,1,0.90
152225,2021-01-17,12:30,COUPE,1,0.15
152226,2021-01-17,12:31,TRADITIONAL BAGUETTE,1,1.20
152227,2021-01-17,12:31,TRADITIONAL BAGUETTE,2,1.20
152228,2021-01-17,12:31,TRADITIONAL BAGUETTE,3,1.20
152229,2021-01-17,12:32,TRADITIONAL BAGUETTE,2,1.20
152230,2021-01-17,12:34,BAGUETTE GRAINE,2,1.30
152231,2021-01-17,12:34,BAGUETTE,1,0.90
152231,2021-01-17,12:34,TRADITIONAL BAGUETTE,1,1.20
152236,2021-01-17,12:40,COUPE,2,0.15
152236,2021-01-17,12:40,VIK BREAD,2,2.50
152237,2021-01-17,12:41,GAL FRANGIPANE 6P,1,12.00
152238,2021-01-17,12:42,TRADITIONAL BAGUETTE,1,1.20
152239,2021-01-17,12:44,TRADITIONAL BAGUETTE,2,1.20
152242,2021-01-17,12:49,TRADITIONAL BAGUETTE,1,1.20
152243,2021-01-17,12:51,DIVERS VIENNOISERIE,1,4.00
152244,2021-01-17,12:53,COUPE,1,0.15
152245,2021-01-17,12:57,SAND JB,1,3.00
152248,2021-01-17,12:59,DIVERS VIENNOISERIE,1,4.00
152251,2021-01-17,13:02,TRADITIONAL BAGUETTE,4,1.20
152252,2021-01-17,13:03,TRADITIONAL BAGUETTE,3,1.20
152253,2021-01-17,13:03,GAL POMME 6P,1,12.00
152254,2021-01-17,13:05,COUPE,1,0.15
152256,2021-01-17,13:07,TRADITIONAL BAGUETTE,1,1.20
152258,2021-01-17,13:12,TRADITIONAL BAGUETTE,1,1.20
152259,2021-01-17,13:13,TRADITIONAL BAGUETTE,1,1.20
152265,2021-01-17,13:17,PAIN BANETTE,1,1.40
152266,2021-01-17,13:20,DIVERS VIENNOISERIE,1,6.00
152266,2021-01-17,13:20,MOISSON,1,2.00
152268,2021-01-17,13:23,TRADITIONAL BAGUETTE,1,1.20
152270,2021-01-17,13:25,COUPE,1,0.15
152270,2021-01-17,13:25,GACHE,2,5.00
152270,2021-01-17,13:25,TRADITIONAL BAGUETTE,4,1.20
152271,2021-01-17,13:26,COUPE,1,0.15
152271,2021-01-17,13:26,TRADITIONAL BAGUETTE,1,1.20
152273,2021-01-17,13:32,NANTAIS,1,2.50
152274,2021-01-17,13:32,PAIN BANETTE,1,1.40
152275,2021-01-17,13:33,PAIN BANETTE,1,1.40
152276,2021-01-17,13:33,PAIN,1,1.15
152277,2021-01-17,13:40,SPECIAL BREAD,1,2.40
152277,2021-01-17,13:40,QUIM BREAD,2,1.00
152279,2021-01-17,13:51,BANETTINE,2,0.60
152281,2021-01-17,14:01,KOUIGN AMANN,1,2.10
152281,2021-01-17,14:01,FONDANT CHOCOLAT,2,2.50
152282,2021-01-17,14:02,SPECIAL BREAD KG,1,4.80
152285,2021-01-18,8:39,TRADITIONAL BAGUETTE,1,1.20
152288,2021-01-18,8:46,BAGUETTE,1,0.90
152289,2021-01-18,8:50,CROISSANT,1,1.10
152291,2021-01-18,9:04,SUCETTE,1,0.30
152292,2021-01-18,9:06,BAGUETTE,1,0.90
152293,2021-01-18,9:15,COUPE,1,0.15
152293,2021-01-18,9:15,BAGUETTE,2,0.90
152294,2021-01-18,9:26,TRADITIONAL BAGUETTE,2,1.20
152298,2021-01-18,9:42,PAIN AUX RAISINS,2,1.40
152299,2021-01-18,9:43,BANETTE,2,1.05
152301,2021-01-18,9:55,TRADITIONAL BAGUETTE,1,1.20
152302,2021-01-18,9:58,CAFE OU EAU,2,1.00
152304,2021-01-18,10:18,TRADITIONAL BAGUETTE,2,1.20
152304,2021-01-18,10:18,PAIN AU CHOCOLAT,2,1.20
152305,2021-01-18,10:31,CEREAL BAGUETTE,1,1.25
152307,2021-01-18,10:36,BANETTINE,1,0.60
152310,2021-01-18,10:46,SACHET VIENNOISERIE,1,4.00
152312,2021-01-18,10:48,BANETTE,1,1.05
152319,2021-01-18,11:13,TRADITIONAL BAGUETTE,1,1.20
152320,2021-01-18,11:13,BANETTE,1,1.05
152321,2021-01-18,11:16,TRADITIONAL BAGUETTE,1,1.20
152322,2021-01-18,11:19,BAGUETTE,1,0.90
152324,2021-01-18,11:21,BANETTE,1,1.05
152325,2021-01-18,11:24,SEIGLE,1,1.80
152325,2021-01-18,11:24,COUPE,1,0.15
152326,2021-01-18,11:25,BAGUETTE,1,0.90
152326,2021-01-18,11:25,DEMI BAGUETTE,1,0.45
152327,2021-01-18,11:28,TRADITIONAL BAGUETTE,1,1.20
152330,2021-01-18,11:38,FICELLE,2,0.60
152331,2021-01-18,11:41,COUPE,2,0.15
152331,2021-01-18,11:41,COMPLET,2,1.50
152334,2021-01-18,11:46,BANETTINE,1,0.60
152334,2021-01-18,11:46,TRADITIONAL BAGUETTE,1,1.20
152335,2021-01-18,11:46,CROISSANT,1,1.10
152335,2021-01-18,11:46,BANETTE,1,1.05
152336,2021-01-18,11:52,COUPE,1,0.15
152336,2021-01-18,11:52,SPECIAL BREAD,1,2.40
152338,2021-01-18,11:52,BANETTE,1,1.05
152342,2021-01-18,12:00,DEMI BAGUETTE,1,0.45
152346,2021-01-18,12:06,TRADITIONAL BAGUETTE,1,1.20
152352,2021-01-18,12:12,CAFE OU EAU,1,1.00
152353,2021-01-18,12:15,TRADITIONAL BAGUETTE,3,1.20
152354,2021-01-18,12:21,CEREAL BAGUETTE,1,1.25
152355,2021-01-18,12:22,TRADITIONAL BAGUETTE,1,1.20
152358,2021-01-18,12:33,CROISSANT,1,1.10
152358,2021-01-18,12:33,GAL FRANGIPANE 4P,1,8.00
152365,2021-01-18,12:44,TRADITIONAL BAGUETTE,1,1.20
152367,2021-01-18,12:47,TRADITIONAL BAGUETTE,1,1.20
152369,2021-01-18,12:51,BANETTE,2,1.05
152369,2021-01-18,12:51,CAMPAGNE,1,1.80
152370,2021-01-18,12:53,DIVERS VIENNOISERIE,1,4.00
152371,2021-01-18,12:54,BAGUETTE,2,0.90
152372,2021-01-18,12:54,BAGUETTE,1,0.90
152372,2021-01-18,12:54,CEREAL BAGUETTE,1,1.25
152374,2021-01-18,12:55,TRADITIONAL BAGUETTE,1,1.20
152375,2021-01-18,12:57,COUPE,1,0.15
152376,2021-01-18,12:58,TRADITIONAL BAGUETTE,1,1.20
152378,2021-01-18,13:03,BAGUETTE,2,0.90
152380,2021-01-18,13:06,BAGUETTE,1,0.90
152381,2021-01-18,13:07,PAIN BANETTE,1,1.40
152383,2021-01-18,13:08,TRADITIONAL BAGUETTE,1,1.20
152389,2021-01-18,13:19,BAGUETTE,1,0.90
152389,2021-01-18,13:19,GAL POMME 4P,1,8.00
152390,2021-01-18,13:26,TRADITIONAL BAGUETTE,3,1.20
152391,2021-01-18,13:26,TRADITIONAL BAGUETTE,1,1.20
152392,2021-01-18,13:29,BAGUETTE,1,0.90
152392,2021-01-18,13:29,PAIN AUX RAISINS,1,1.40
152393,2021-01-18,13:33,TRADITIONAL BAGUETTE,2,1.20
152394,2021-01-18,13:35,TRADITIONAL BAGUETTE,3,1.20
152395,2021-01-18,13:37,COUPE,2,0.15
152397,2021-01-18,13:39,SAND JB EMMENTAL,1,3.50
152398,2021-01-18,13:41,TRADITIONAL BAGUETTE,2,1.20
152400,2021-01-18,13:43,BAGUETTE,1,0.90
152400,2021-01-18,13:43,TRADITIONAL BAGUETTE,1,1.20
152403,2021-01-18,13:51,SANDWICH COMPLET,2,4.50
152404,2021-01-18,13:54,TRADITIONAL BAGUETTE,2,1.20
152405,2021-01-18,13:57,SAND JB EMMENTAL,2,3.50
152406,2021-01-18,17:12,PAIN AU CHOCOLAT,1,1.20
152407,2021-01-18,17:37,BANETTE,1,1.05
152407,2021-01-18,17:37,PAIN,1,1.15
152408,2021-01-18,17:39,TRADITIONAL BAGUETTE,1,1.20
152410,2021-01-18,17:45,DIVERS CONFISERIE,1,3.00
152410,2021-01-18,17:45,CHAUSSON AUX POMMES,1,1.40
152410,2021-01-18,17:45,TRADITIONAL BAGUETTE,2,1.20
152410,2021-01-18,17:45,PAIN AU CHOCOLAT,3,1.20
152411,2021-01-18,17:48,PAIN AU CHOCOLAT,1,1.20
152411,2021-01-18,17:48,CROISSANT,1,1.10
152413,2021-01-18,17:54,COUPE,1,0.15
152414,2021-01-18,18:01,COOKIE,2,1.00
152414,2021-01-18,18:01,KOUIGN AMANN,1,2.10
152415,2021-01-18,18:06,TRADITIONAL BAGUETTE,1,1.20
152416,2021-01-18,18:11,SPECIAL BREAD,1,2.40
152417,2021-01-18,18:15,TRADITIONAL BAGUETTE,2,1.20
152418,2021-01-18,18:23,BANETTE,2,1.05
152420,2021-01-18,18:37,TRADITIONAL BAGUETTE,1,1.20
152421,2021-01-18,18:38,BAGUETTE,1,0.90
152424,2021-01-18,18:42,BOULE 400G,1,1.50
152429,2021-01-19,8:45,CAFE OU EAU,2,1.00
152430,2021-01-19,8:47,PAIN AU CHOCOLAT,2,1.20
152431,2021-01-19,8:49,CAFE OU EAU,2,1.00
152433,2021-01-19,8:51,COOKIE,1,1.00
152434,2021-01-19,8:53,CROISSANT AMANDES,2,1.40
152434,2021-01-19,8:53,PAIN CHOCO AMANDES,1,1.50
152435,2021-01-19,8:57,BAGUETTE,1,0.90
152436,2021-01-19,9:01,TRADITIONAL BAGUETTE,1,1.20
152437,2021-01-19,9:03,DEMI BAGUETTE,1,0.45
152438,2021-01-19,9:05,CROISSANT,2,1.10
152438,2021-01-19,9:05,PAIN AUX RAISINS,1,1.40
152439,2021-01-19,9:13,BAGUETTE,1,0.90
152440,2021-01-19,9:23,TRADITIONAL BAGUETTE,1,1.20
152443,2021-01-19,9:45,CAFE OU EAU,1,1.00
152445,2021-01-19,9:49,BANETTE,2,1.05
152446,2021-01-19,9:52,PAIN,1,1.15
152447,2021-01-19,9:52,TRADITIONAL BAGUETTE,1,1.20
152448,2021-01-19,9:53,PAIN,1,1.15
152449,2021-01-19,9:54,PAIN AUX RAISINS,1,1.40
152453,2021-01-19,10:09,TRADITIONAL BAGUETTE,1,1.20
152453,2021-01-19,10:09,SPECIAL BREAD,1,2.40
152454,2021-01-19,10:11,TRADITIONAL BAGUETTE,2,1.20
152461,2021-01-19,10:35,BANETTINE,1,0.60
152465,2021-01-19,10:52,BAGUETTE,1,0.90
152466,2021-01-19,10:54,TRADITIONAL BAGUETTE,2,1.20
152469,2021-01-19,11:08,SPECIAL BREAD,1,2.40
152470,2021-01-19,11:09,COUPE,1,0.15
152470,2021-01-19,11:09,TRADITIONAL BAGUETTE,1,1.20
152471,2021-01-19,11:10,TRADITIONAL BAGUETTE,1,1.20
152472,2021-01-19,11:13,COUPE,1,0.15
152472,2021-01-19,11:13,SEIGLE,1,1.80
152473,2021-01-19,11:15,COUPE,1,0.15
152473,2021-01-19,11:15,CAMPAGNE,1,1.80
152474,2021-01-19,11:17,BANETTE,1,1.05
152476,2021-01-19,11:22,BAGUETTE,1,0.90
152479,2021-01-19,11:26,COUPE,1,0.15
152480,2021-01-19,11:28,CAFE OU EAU,1,1.00
152482,2021-01-19,11:30,COUPE,1,0.15
152483,2021-01-19,11:32,BAGUETTE,1,0.90
152484,2021-01-19,11:35,BAGUETTE,1,0.90
152486,2021-01-19,11:38,SPECIAL BREAD,1,2.40
152487,2021-01-19,11:41,PAIN,1,1.15
152487,2021-01-19,11:41,BAGUETTE,1,0.90
152488,2021-01-19,11:44,TRADITIONAL BAGUETTE,1,1.20
152489,2021-01-19,11:44,TRADITIONAL BAGUETTE,1,1.20
152492,2021-01-19,11:56,BANETTE,1,1.05
152493,2021-01-19,11:59,TRADITIONAL BAGUETTE,1,1.20
152494,2021-01-19,12:00,BAGUETTE,1,0.90
152494,2021-01-19,12:00,CEREAL BAGUETTE,2,1.25
152495,2021-01-19,12:01,CEREAL BAGUETTE,-2,1.25
152495,2021-01-19,12:01,BAGUETTE,-1,0.90
152499,2021-01-19,12:06,TRADITIONAL BAGUETTE,3,1.20
152499,2021-01-19,12:06,KOUIGN AMANN,1,2.10
152500,2021-01-19,12:07,TRADITIONAL BAGUETTE,1,1.20
152502,2021-01-19,12:08,FORMULE SANDWICH,1,6.50
152503,2021-01-19,12:08,BAGUETTE,2,0.90
152506,2021-01-19,12:17,BOULE 200G,1,1.10
152509,2021-01-19,12:22,COOKIE,5,1.00
152511,2021-01-19,12:25,SACHET VIENNOISERIE,1,4.00
152512,2021-01-19,12:26,TRADITIONAL BAGUETTE,1,1.20
152520,2021-01-19,12:50,BANETTE,1,1.05
152522,2021-01-19,12:54,COUPE,1,0.15
152522,2021-01-19,12:54,BOULE 200G,1,1.10
152523,2021-01-19,12:55,BANETTE,1,1.05
152524,2021-01-19,13:03,SPECIAL BREAD,1,2.40
