ticket_number,date,time,article,Quantity,unit_price_euro
153794,2021-01-30,11:58,BAGUETTE,2,0.90
153795,2021-01-30,11:59,TRADITIONAL BAGUETTE,4,1.20
153797,2021-01-30,12:01,TRADITIONAL BAGUETTE,1,1.20
153798,2021-01-30,12:01,TRADITIONAL BAGUETTE,3,1.20
153800,2021-01-30,12:06,TRADITIONAL BAGUETTE,1,1.20
153801,2021-01-30,12:09,PAIN,1,1.15
153803,2021-01-30,12:13,BANETTE,1,1.05
153803,2021-01-30,12:13,MOISSON,1,2.00
153804,2021-01-30,12:13,QUIM BREAD,2,1.00
153805,2021-01-30,12:20,NANTAIS,1,2.50
153805,2021-01-30,12:20,TRADITIONAL BAGUETTE,1,1.20
153805,2021-01-30,12:20,CROISSANT,2,1.10
153806,2021-01-30,12:21,COUPE,1,0.15
153806,2021-01-30,12:21,SEIGLE,1,1.80
153807,2021-01-30,12:22,TRADITIONAL BAGUETTE,2,1.20
153809,2021-01-30,12:26,SPECIAL BREAD,1,2.40
153810,2021-01-30,12:27,TRADITIONAL BAGUETTE,4,1.20
153813,2021-01-30,12:34,TRADITIONAL BAGUETTE,2,1.20
153815,2021-01-30,12:39,COUPE,1,0.15
153815,2021-01-30,12:39,NANTAIS,1,2.50
153816,2021-01-30,12:42,TRADITIONAL BAGUETTE,2,1.20
153817,2021-01-30,12:42,TRADITIONAL BAGUETTE,1,1.20
153818,2021-01-30,12:50,DIVERS VIENNOISERIE,1,4.00
153819,2021-01-30,12:51,TRADITIONAL BAGUETTE,1,1.20
153821,2021-01-30,12:53,PAIN AU CHOCOLAT,1,1.20
153821,2021-01-30,12:53,CROISSANT,2,1.10
153821,2021-01-30,12:53,TRADITIONAL BAGUETTE,1,1.20
153822,2021-01-30,12:54,NANTAIS,3,2.50
153822,2021-01-30,12:54,BANETTE,1,1.05
153823,2021-01-30,12:54,SPECIAL BREAD,1,2.40
153825,2021-01-30,12:56,TRADITIONAL BAGUETTE,1,1.20
153826,2021-01-30,12:57,TRADITIONAL BAGUETTE,2,1.20
153827,2021-01-30,12:57,CAFE OU EAU,1,1.00
153828,2021-01-30,12:58,TRADITIONAL BAGUETTE,2,1.20
153829,2021-01-30,13:01,TRADITIONAL BAGUETTE,1,1.20
153833,2021-01-30,13:10,TRADITIONAL BAGUETTE,3,1.20
153834,2021-01-30,13:10,BANETTE,1,1.05
153838,2021-01-30,13:18,COUPE,1,0.15
153838,2021-01-30,13:18,VIK BREAD,1,2.50
153839,2021-01-30,13:19,TRADITIONAL BAGUETTE,1,1.20
153842,2021-01-30,13:23,DIVERS PATISSERIE,1,7.00
153842,2021-01-30,13:23,SPECIAL BREAD,1,2.40
153843,2021-01-30,13:25,DIVERS VIENNOISERIE,1,1.60
153845,2021-01-30,13:30,CAMPAGNE,1,1.80
153845,2021-01-30,13:30,PAIN AU CHOCOLAT,2,1.20
153845,2021-01-30,13:30,COOKIE,1,1.00
153845,2021-01-30,13:30,COUPE,1,0.15
153846,2021-01-30,13:30,BANETTE,1,1.05
153847,2021-01-30,13:32,TRADITIONAL BAGUETTE,1,1.20
153849,2021-01-30,13:34,BANETTE,1,1.05
153850,2021-01-30,13:41,TRADITIONAL BAGUETTE,1,1.20
153851,2021-01-30,13:42,CAMPAGNE,1,1.80
153852,2021-01-30,13:47,TRADITIONAL BAGUETTE,2,1.20
153854,2021-01-30,13:52,GRAND FAR BRETON,1,7.00
153854,2021-01-30,13:52,COUPE,1,0.15
153859,2021-01-30,17:03,BAGUETTE,1,0.90
153861,2021-01-30,17:35,SPECIAL BREAD,1,2.40
153863,2021-01-30,17:46,BANETTE,1,1.05
153863,2021-01-30,17:46,CHAUSSON AUX POMMES,1,1.40
153864,2021-01-30,17:47,TRADITIONAL BAGUETTE,2,1.20
153865,2021-01-30,17:48,TRADITIONAL BAGUETTE,1,1.20
153868,2021-01-30,17:58,COUPE,1,0.15
153868,2021-01-30,17:58,CAMPAGNE,1,1.80
153870,2021-01-30,18:00,ECLAIR,3,2.00
153873,2021-01-30,18:05,BANETTE,2,1.05
153874,2021-01-30,18:12,BANETTE,3,1.05
153875,2021-01-30,18:14,COUPE,1,0.15
153877,2021-01-30,18:25,CAMPAGNE,1,1.80
153877,2021-01-30,18:25,SPECIAL BREAD KG,1,4.80
153877,2021-01-30,18:25,BRIOCHE,1,5.00
153878,2021-01-30,18:30,BANETTE,1,1.05
153879,2021-01-30,18:33,BAGUETTE,1,0.90
153880,2021-01-30,18:34,FONDANT CHOCOLAT,1,2.50
153881,2021-01-30,18:35,PAIN BANETTE,1,1.40
153882,2021-01-30,18:35,BANETTINE,1,0.60
153883,2021-01-30,18:38,MOISSON,1,2.00
153883,2021-01-30,18:38,COUPE,1,0.15
153885,2021-01-31,8:40,DEMI BAGUETTE,1,0.45
153886,2021-01-31,8:51,PAIN AUX RAISINS,2,1.40
153886,2021-01-31,8:51,BAGUETTE,1,0.90
153887,2021-01-31,8:55,BANETTE,1,1.05
153888,2021-01-31,9:08,CROISSANT,4,1.10
153888,2021-01-31,9:08,COUPE,1,0.15
153890,2021-01-31,9:24,TRADITIONAL BAGUETTE,1,1.20
153891,2021-01-31,9:31,BANETTINE,2,0.60
153892,2021-01-31,9:32,CROISSANT,1,1.10
153893,2021-01-31,9:34,TRADITIONAL BAGUETTE,2,1.20
153893,2021-01-31,9:34,PARIS BREST,4,2.00
153894,2021-01-31,9:38,TRADITIONAL BAGUETTE,1,1.20
153895,2021-01-31,9:40,BANETTINE,1,0.60
153895,2021-01-31,9:40,BAGUETTE,2,0.90
153897,2021-01-31,9:46,COUPE,1,0.15
153898,2021-01-31,9:47,TRADITIONAL BAGUETTE,2,1.20
153899,2021-01-31,9:51,PAIN,1,1.15
153901,2021-01-31,9:57,TRADITIONAL BAGUETTE,1,1.20
153902,2021-01-31,9:58,TRADITIONAL BAGUETTE,1,1.20
153903,2021-01-31,10:01,CROISSANT,9,1.10
153903,2021-01-31,10:01,TRADITIONAL BAGUETTE,3,1.20
153904,2021-01-31,10:02,CROISSANT,4,1.10
153905,2021-01-31,10:05,BAGUETTE,1,0.90
153909,2021-01-31,10:19,TRADITIONAL BAGUETTE,1,1.20
153909,2021-01-31,10:19,CROISSANT,3,1.10
153910,2021-01-31,10:19,CROISSANT,1,1.10
153910,2021-01-31,10:19,PAIN AU CHOCOLAT,2,1.20
153910,2021-01-31,10:19,CHAUSSON AUX POMMES,1,1.40
153913,2021-01-31,10:28,MOISSON,1,2.00
153913,2021-01-31,10:28,FINANCIER X5,1,3.00
153913,2021-01-31,10:28,COMPLET,1,1.50
153914,2021-01-31,10:31,TRADITIONAL BAGUETTE,1,1.20
153916,2021-01-31,10:33,TRADITIONAL BAGUETTE,2,1.20
153917,2021-01-31,10:34,SAVARIN,1,2.00
153918,2021-01-31,10:36,BAGUETTE,1,0.90
153918,2021-01-31,10:36,COUPE,1,0.15
153919,2021-01-31,10:37,BANETTE,1,1.05
153920,2021-01-31,10:37,CROISSANT,10,1.10
153921,2021-01-31,10:39,CROISSANT,2,1.10
153921,2021-01-31,10:39,BOULE 400G,2,1.50
153921,2021-01-31,10:39,PAIN AUX RAISINS,2,1.40
153924,2021-01-31,10:45,SPECIAL BREAD,1,2.40
153925,2021-01-31,10:48,CROISSANT,2,1.10
153925,2021-01-31,10:48,PAIN AU CHOCOLAT,2,1.20
153925,2021-01-31,10:48,TRADITIONAL BAGUETTE,2,1.20
153927,2021-01-31,10:49,TRADITIONAL BAGUETTE,1,1.20
153930,2021-01-31,10:53,BANETTINE,1,0.60
153931,2021-01-31,10:54,COUPE,1,0.15
153931,2021-01-31,10:54,VIK BREAD,1,2.50
153932,2021-01-31,10:56,PAIN AU CHOCOLAT,3,1.20
153932,2021-01-31,10:56,BAGUETTE,1,0.90
153932,2021-01-31,10:56,CROISSANT,2,1.10
153932,2021-01-31,10:56,TRADITIONAL BAGUETTE,2,1.20
153933,2021-01-31,10:57,TARTELETTE,1,2.00
153934,2021-01-31,10:57,PAIN,1,1.15
153936,2021-01-31,11:01,ECLAIR,1,2.00
153936,2021-01-31,11:01,SPECIAL BREAD,1,2.40
153936,2021-01-31,11:01,COUPE,1,0.15
153942,2021-01-31,11:05,COUPE,2,0.15
153943,2021-01-31,11:06,COUPE,1,0.15
153943,2021-01-31,11:06,COMPLET,1,1.50
153943,2021-01-31,11:06,TRADITIONAL BAGUETTE,2,1.20
153944,2021-01-31,11:07,COUPE,1,0.15
153945,2021-01-31,11:08,TRADITIONAL BAGUETTE,1,1.20
153946,2021-01-31,11:08,TRADITIONAL BAGUETTE,2,1.20
153947,2021-01-31,11:11,VIK BREAD,3,2.50
153951,2021-01-31,11:13,CROISSANT,3,1.10
153952,2021-01-31,11:14,BOULE 400G,1,1.50
153954,2021-01-31,11:18,DIVERS CONFISERIE,1,3.00
153955,2021-01-31,11:21,PAIN AU CHOCOLAT,6,1.20
153958,2021-01-31,11:23,SAVARIN,1,2.00
153960,2021-01-31,11:25,TRADITIONAL BAGUETTE,2,1.20
153963,2021-01-31,11:26,PAIN AU CHOCOLAT,3,1.20
153964,2021-01-31,11:28,TRADITIONAL BAGUETTE,1,1.20
153964,2021-01-31,11:28,COUPE,1,0.15
153965,2021-01-31,11:28,COUPE,1,0.15
153966,2021-01-31,11:31,SPECIAL BREAD,1,2.40
153966,2021-01-31,11:31,CHAUSSON AUX POMMES,1,1.40
153967,2021-01-31,11:32,COUPE,1,0.15
153967,2021-01-31,11:32,MOISSON,1,2.00
153967,2021-01-31,11:32,COUPE,1,0.15
153968,2021-01-31,11:33,TRADITIONAL BAGUETTE,1,1.20
153971,2021-01-31,11:39,TARTELETTE,1,2.00
153973,2021-01-31,11:41,BAGUETTE,1,0.90
153975,2021-01-31,11:45,TARTE FRUITS 4P,1,9.00
153975,2021-01-31,11:45,TRADITIONAL BAGUETTE,1,1.20
153976,2021-01-31,11:46,GAL FRANGIPANE 4P,1,8.00
153979,2021-01-31,11:50,BANETTE,1,1.05
153980,2021-01-31,11:50,COUPE,1,0.15
153980,2021-01-31,11:50,BANETTE,1,1.05
153980,2021-01-31,11:50,BOULE 400G,1,1.50
153981,2021-01-31,11:51,BANETTE,1,1.05
153983,2021-01-31,11:53,COUPE,1,0.15
153983,2021-01-31,11:53,MOISSON,1,2.00
153987,2021-01-31,11:54,TRADITIONAL BAGUETTE,2,1.20
153991,2021-01-31,11:59,BANETTE,2,1.05
153991,2021-01-31,11:59,CAMPAGNE,1,1.80
153991,2021-01-31,11:59,GD KOUIGN AMANN,2,7.50
153992,2021-01-31,12:00,BANETTINE,2,0.60
153993,2021-01-31,12:01,NANTAIS,1,2.50
153994,2021-01-31,12:02,TRADITIONAL BAGUETTE,2,1.20
153995,2021-01-31,12:02,COUPE,1,0.15
153995,2021-01-31,12:02,TRADITIONAL BAGUETTE,3,1.20
153997,2021-01-31,12:04,TRADITIONAL BAGUETTE,2,1.20
153998,2021-01-31,12:04,GACHE,1,5.00
153998,2021-01-31,12:04,TRADITIONAL BAGUETTE,4,1.20
153998,2021-01-31,12:04,CROISSANT,2,1.10
153999,2021-01-31,12:05,TRADITIONAL BAGUETTE,2,1.20
154001,2021-01-31,12:06,BAGUETTE GRAINE,1,1.30
154002,2021-01-31,12:06,TRADITIONAL BAGUETTE,2,1.20
154004,2021-01-31,12:12,TRADITIONAL BAGUETTE,1,1.20
154004,2021-01-31,12:12,BAGUETTE GRAINE,1,1.30
154004,2021-01-31,12:12,COUPE,4,0.15
154005,2021-01-31,12:13,CAMPAGNE,1,1.80
154006,2021-01-31,12:16,COOKIE,4,1.00
154006,2021-01-31,12:16,TRADITIONAL BAGUETTE,2,1.20
154008,2021-01-31,12:18,TRADITIONAL BAGUETTE,2,1.20
154009,2021-01-31,12:19,TRADITIONAL BAGUETTE,1,1.20
154010,2021-01-31,12:20,COUPE,1,0.15
154010,2021-01-31,12:20,TRADITIONAL BAGUETTE,2,1.20
154011,2021-01-31,12:21,TRADITIONAL BAGUETTE,2,1.20
154013,2021-01-31,12:22,BAGUETTE,1,0.90
154014,2021-01-31,12:23,SPECIAL BREAD,1,2.40
154018,2021-01-31,12:29,SEIGLE,1,1.80
154024,2021-01-31,12:35,TRADITIONAL BAGUETTE,1,1.20
154026,2021-01-31,12:39,BAGUETTE,1,0.90
154027,2021-01-31,12:42,BOULE 200G,1,1.10
154027,2021-01-31,12:42,COUPE,1,0.15
154028,2021-01-31,12:43,BAGUETTE GRAINE,2,1.30
154029,2021-01-31,12:44,GD KOUIGN AMANN,3,7.50
154030,2021-01-31,12:45,PAIN,1,1.15
154031,2021-01-31,12:45,TRADITIONAL BAGUETTE,4,1.20
154032,2021-01-31,12:46,TRADITIONAL BAGUETTE,1,1.20
154033,2021-01-31,12:46,TRADITIONAL BAGUETTE,1,1.20
154034,2021-01-31,12:47,CEREAL BAGUETTE,1,1.25
154037,2021-01-31,12:50,DIVERS CONFISERIE,1,3.00
154037,2021-01-31,12:50,BAGUETTE GRAINE,1,1.30
154038,2021-01-31,12:51,SPECIAL BREAD,1,2.40
154038,2021-01-31,12:51,COUPE,1,0.15
154041,2021-01-31,12:55,DIVERS VIENNOISERIE,1,11.00
154041,2021-01-31,12:55,TARTE FRUITS 6P,1,12.00
154041,2021-01-31,12:55,CAMPAGNE,1,1.80
154044,2021-01-31,13:01,TARTELETTE,2,2.00
154045,2021-01-31,13:03,NANTAIS,1,2.50
154046,2021-01-31,13:03,TRADITIONAL BAGUETTE,1,1.20
154048,2021-01-31,13:06,TRADITIONAL BAGUETTE,2,1.20
154050,2021-01-31,13:10,BAGUETTE GRAINE,1,1.30
154051,2021-01-31,13:17,ECLAIR,2,2.00
154053,2021-01-31,13:20,TRADITIONAL BAGUETTE,1,1.20
154054,2021-01-31,13:20,TRADITIONAL BAGUETTE,2,1.20
154055,2021-01-31,13:34,TRADITIONAL BAGUETTE,1,1.20
154056,2021-01-31,13:40,TRADITIONAL BAGUETTE,1,1.20
154056,2021-01-31,13:40,QUIM BREAD,1,1.00
